line_name,smiles,mean_IC50,mean_pIC50
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2189,1.8275930422368838
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2189,1.8275930422368838
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.1974,1.8241298492585056
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.1974,1.8241298492585056
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.1974,1.8241298492585056
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.1974,1.8241298492585056
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.1974,1.8241298492585056
M14,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.7234,1.9055939789652607
M14,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.7234,1.9055939789652607
M14,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.7234,1.9055939789652607
M14,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.7234,1.9055939789652607
M14,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.7234,1.9055939789652607
M14,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.7378,1.9077334621454922
M14,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.7378,1.9077334621454922
